order-id,order-date,product,category,region,state,city,payment-method,quantity,unit-price,total
67dd30d7-3aa8-4f8c-bf5f-9af75a1703c5,2023-08-17,Água Crystal 1.5L,Bebidas,Norte,Pará,Marabá,Boleto,4,3.5,14.0
d2f79e2f-b942-404e-8042-09378830fcc6,2023-08-22,Água Crystal 1.5L,Bebidas,Sul,Rio Grande do Sul,Pelotas,Dinheiro,5,3.5,17.5
49a6dbed-a388-43b0-8f4a-38e6e8be44f2,2023-01-11,Arroz Tio João 5kg,Alimentos,Centro-Oeste,Mato Grosso do Sul,Campo Grande,PIX,4,25.0,100.0
c3a1cbbd-f6cc-44e5-bea9-de52fde62703,2023-03-14,Creme Nívea 100g,Beleza,Nordeste,Ceará,Fortaleza,Boleto,3,14.9,44.7
8b4ebb7f-3bbe-484b-b865-4db2a147123a,2023-10-25,"Pai Rico, Pai Pobre",Livros,Nordeste,Bahia,Vitória da Conquista,Cartão de Crédito,3,30.0,90.0
275cecdc-2d76-4558-bb0d-7d657bdb11b4,2023-03-28,1984,Livros,Sudeste,São Paulo,São Paulo,PIX,3,35.0,105.0
60eb48f7-71ca-4f31-8950-3372fdf0f1df,2023-03-26,Creme Nívea 100g,Beleza,Sudeste,São Paulo,São Paulo,Cartão de Débito,1,14.9,14.9
0299536a-0b4c-4837-b617-7fa8c06c250e,2023-08-28,1984,Livros,Centro-Oeste,Goiás,Goiânia,Cartão de Débito,3,35.0,105.0
0560d4e0-3174-4bd3-b4d2-b828227d8219,2023-10-07,Creme Nívea 100g,Beleza,Sul,Paraná,Curitiba,Dinheiro,3,14.9,44.7
af59f4a0-5a1f-4977-8c83-fb4741a0f665,2023-02-26,Calça Jeans Levi’s,Roupas,Nordeste,Bahia,Vitória da Conquista,Cartão de Crédito,5,229.9,1149.5
a25f6a71-6f2c-49db-b465-6441459d31c5,2023-09-10,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Sudeste,Rio de Janeiro,Volta Redonda,Cartão de Débito,2,2799.0,5598.0
9e1a06ce-1bce-4331-8017-49866b9c898b,2023-02-07,Coca-Cola 2L,Bebidas,Nordeste,Bahia,Salvador,PIX,1,9.0,9.0
b50164ea-5ae5-4e83-82a4-5999100720f6,2023-05-07,iPhone 13,Smartphones,Norte,Pará,Marabá,PIX,3,4499.0,13497.0
e5c13682-6ee6-472c-9539-4bbe16badeac,2023-11-26,"Pai Rico, Pai Pobre",Livros,Nordeste,Ceará,Fortaleza,Boleto,2,30.0,60.0
60a12433-892a-4173-8bb5-428702311144,2023-04-26,Feijão Carioca 1kg,Alimentos,Sul,Paraná,Maringá,PIX,2,8.0,16.0
a2957691-b1b7-4a92-8bec-db6f12cfd8c3,2023-04-07,Tênis Nike Revolution 6,Roupas,Sul,Rio Grande do Sul,Pelotas,PIX,1,279.9,279.9
528c9ae7-fc3f-473c-8775-8380677a20a7,2023-02-24,Feijão Carioca 1kg,Alimentos,Sudeste,São Paulo,Sorocaba,Cartão de Débito,1,8.0,8.0
0874bac6-78f6-46de-b4ad-162a4335d28a,2023-06-30,Creme Nívea 100g,Beleza,Sudeste,Minas Gerais,Belo Horizonte,Boleto,3,14.9,44.7
6a009862-55b7-445e-8fc4-3ec8c035686b,2023-02-18,Lenovo Ideapad 3,Notebooks,Nordeste,Ceará,Fortaleza,Dinheiro,3,2799.0,8397.0
a2d6654c-a39d-437d-8617-3fd3592e94c5,2023-03-06,Feijão Carioca 1kg,Alimentos,Norte,Amazonas,Itacoatiara,PIX,2,8.0,16.0
f692ff1b-e245-47f3-a9f2-a2fbf83d58c3,2023-02-20,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Norte,Amazonas,Manaus,Cartão de Débito,2,2799.0,5598.0
dea61187-b7bc-4c51-9072-75716b461015,2023-01-29,Camiseta Hering Masculina,Roupas,Sudeste,Minas Gerais,Belo Horizonte,Cartão de Débito,1,39.9,39.9
ab33e90c-5f42-437f-a4dc-25a5add65955,2023-01-22,Café Pilão 500g,Alimentos,Sudeste,Rio de Janeiro,Rio de Janeiro,Boleto,4,16.0,64.0
d3234519-1410-4b06-be7e-41743c269046,2023-12-10,Calça Jeans Levi’s,Roupas,Nordeste,Bahia,Salvador,Cartão de Débito,1,229.9,229.9
c210698f-0ea1-4c60-a0a5-4ad3e1002d12,2023-04-28,Calça Jeans Levi’s,Roupas,Norte,Pará,Marabá,Cartão de Crédito,1,229.9,229.9
4e60bf9b-899b-4bfc-a320-1a1584c944fc,2023-05-01,Heineken Long Neck,Bebidas,Sul,Paraná,Curitiba,Cartão de Débito,5,5.5,27.5
c5bf60c6-a7eb-4407-a9e9-b16c25696171,2023-11-17,Micro-ondas Electrolux 20L,Eletrodomésticos,Norte,Pará,Marabá,Cartão de Débito,4,499.0,1996.0
d5eec912-c6b0-4674-8a8b-bf55ea736384,2023-06-29,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Norte,Pará,Marabá,Dinheiro,1,2799.0,2799.0
88f08d93-2060-45c1-9e55-3dff63a67ed1,2023-06-16,Café Pilão 500g,Alimentos,Centro-Oeste,Goiás,Rio Verde,PIX,1,16.0,16.0
1e9be463-8460-44f5-9675-19d1f994fbe7,2023-12-14,Tênis Nike Revolution 6,Roupas,Sul,Rio Grande do Sul,Porto Alegre,Cartão de Crédito,2,279.9,559.8
96dc0a90-cd62-4098-aab3-8460a12e9ee3,2023-12-01,Shampoo Pantene 400ml,Beleza,Nordeste,Ceará,Juazeiro do Norte,Dinheiro,5,18.5,92.5
bdc9cbf1-0fe2-42e7-aea3-7f1262e10745,2023-01-16,"Pai Rico, Pai Pobre",Livros,Nordeste,Ceará,Fortaleza,Cartão de Débito,2,30.0,60.0
0546d9e6-ab1f-4a09-b469-e0f122d1ee44,2023-11-06,Café Pilão 500g,Alimentos,Centro-Oeste,Goiás,Goiânia,Cartão de Crédito,3,16.0,48.0
bd0abba0-defe-4a7f-b321-1a9a597b6ecf,2023-07-04,Moto G73,Smartphones,Norte,Amazonas,Itacoatiara,Cartão de Débito,3,1899.0,5697.0
b605d0df-fafe-4f4e-b85a-db29bd7b6bd9,2023-10-01,Lenovo Ideapad 3,Notebooks,Sudeste,São Paulo,Sorocaba,Cartão de Crédito,3,2799.0,8397.0
6dd384c5-4dc6-473f-b37e-7beaab38ba7e,2023-02-17,Coca-Cola 2L,Bebidas,Centro-Oeste,Mato Grosso do Sul,Dourados,Cartão de Crédito,5,9.0,45.0
2898878d-073b-4b3c-863a-1434ca862126,2023-03-09,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Norte,Pará,Marabá,PIX,1,2799.0,2799.0
844fcbcf-df13-4884-9329-c88e8586f91e,2023-03-08,Redmi Note 12,Smartphones,Sudeste,São Paulo,São Paulo,Cartão de Crédito,2,1499.0,2998.0
57f442d5-232a-474d-8e7b-ea5183c4a23e,2023-06-06,Feijão Carioca 1kg,Alimentos,Sul,Santa Catarina,Joinville,Cartão de Crédito,1,8.0,8.0
b9f082f1-8ba3-4e52-9ad2-b33480080777,2023-06-08,Galaxy S22,Smartphones,Norte,Pará,Marabá,Boleto,5,3999.0,19995.0
91f7aa69-e4b8-4fdf-b993-539e5e76d1e0,2023-06-07,Galaxy S22,Smartphones,Sul,Rio Grande do Sul,Pelotas,Boleto,2,3999.0,7998.0
ee086a50-4591-4fb4-97c5-7804570f89e9,2023-02-03,Redmi Note 12,Smartphones,Sudeste,São Paulo,Sorocaba,Cartão de Débito,2,1499.0,2998.0
e2f150a9-3409-430d-be44-ede9819cf976,2023-04-08,Creme Nívea 100g,Beleza,Norte,Amazonas,Manaus,PIX,5,14.9,74.5
0b03aa4d-65ee-4b24-83b9-74fc527257ae,2023-02-15,Dell Inspiron 15,Notebooks,Sudeste,Rio de Janeiro,Volta Redonda,PIX,1,3499.0,3499.0
f4c4b58b-1492-477a-8023-df38f031f87d,2023-01-19,Água Crystal 1.5L,Bebidas,Sul,Santa Catarina,Florianópolis,Cartão de Débito,5,3.5,17.5
c213d54d-3312-4396-8150-44113274cf25,2023-07-16,Creme Nívea 100g,Beleza,Norte,Amazonas,Itacoatiara,Boleto,2,14.9,29.8
04649df7-e40c-4a13-a41c-e352fec9b017,2023-04-21,Dell Inspiron 15,Notebooks,Sudeste,Minas Gerais,Belo Horizonte,Cartão de Débito,2,3499.0,6998.0
3b1e1977-908b-4b0a-84ac-04d231b4af8d,2023-05-15,Tênis Nike Revolution 6,Roupas,Sul,Santa Catarina,Joinville,Boleto,4,279.9,1119.6
15700b61-5128-42aa-99a0-46d315c91d91,2023-11-02,Café Pilão 500g,Alimentos,Nordeste,Bahia,Salvador,Dinheiro,1,16.0,16.0
222aef26-89a5-4715-8df5-fc8e57553ab4,2023-07-10,Perfume Malbec 100ml,Beleza,Sudeste,Rio de Janeiro,Rio de Janeiro,Boleto,4,159.0,636.0
ef7a0fc6-cf1b-45a9-a3f8-73a5edeb79ab,2023-01-21,Coca-Cola 2L,Bebidas,Centro-Oeste,Mato Grosso do Sul,Dourados,Boleto,1,9.0,9.0
e6e273cf-c93c-4acc-a2ac-968488c03e99,2023-12-06,Micro-ondas Electrolux 20L,Eletrodomésticos,Sul,Paraná,Maringá,Cartão de Débito,1,499.0,499.0
65faaaa6-bb06-4061-be06-84467be4bd5e,2023-09-17,Camiseta Hering Masculina,Roupas,Sul,Paraná,Curitiba,Cartão de Crédito,4,39.9,159.6
b6b93026-41c1-4918-8739-ba1cc6e67c9f,2023-11-06,Micro-ondas Electrolux 20L,Eletrodomésticos,Sul,Paraná,Maringá,PIX,3,499.0,1497.0
ddfda704-93f4-463a-9406-9975d530e058,2023-12-31,Coca-Cola 2L,Bebidas,Centro-Oeste,Mato Grosso do Sul,Campo Grande,Cartão de Crédito,5,9.0,45.0
ea1c8f19-6554-4577-972c-6eda7c725b86,2023-11-29,Arroz Tio João 5kg,Alimentos,Nordeste,Ceará,Fortaleza,Cartão de Débito,4,25.0,100.0
ecca1ca1-8052-4a3a-9720-89403961e1bf,2023-12-09,Creme Nívea 100g,Beleza,Nordeste,Bahia,Salvador,Cartão de Crédito,4,14.9,59.6
0186a2cf-a281-4f70-9c18-a25020487f69,2023-02-04,Perfume Malbec 100ml,Beleza,Nordeste,Ceará,Juazeiro do Norte,PIX,4,159.0,636.0
99e8110c-ca5f-49fb-8b35-be2fe5f4e87f,2023-12-23,Calça Jeans Levi’s,Roupas,Sudeste,Minas Gerais,Belo Horizonte,Cartão de Crédito,3,229.9,689.7
57e8b4a2-7e95-403c-b868-f18a9bf1c3be,2023-06-30,Dell Inspiron 15,Notebooks,Sudeste,Minas Gerais,Belo Horizonte,Boleto,3,3499.0,10497.0
b0f70c3a-1f50-4f5e-95a9-e846b21ec7cb,2023-04-05,Coca-Cola 2L,Bebidas,Nordeste,Ceará,Juazeiro do Norte,Cartão de Débito,4,9.0,36.0
75f47707-dc94-4704-9c53-46fa0d6c6796,2023-11-29,Moto G73,Smartphones,Nordeste,Ceará,Juazeiro do Norte,Cartão de Débito,3,1899.0,5697.0
db15c5be-ab40-412e-b52a-bbd75ca19ddd,2023-01-25,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Centro-Oeste,Mato Grosso do Sul,Campo Grande,Cartão de Crédito,5,2799.0,13995.0
3772b9f8-5bd1-4560-90c5-0acb6bb7097e,2023-12-27,Calça Jeans Levi’s,Roupas,Nordeste,Bahia,Vitória da Conquista,PIX,1,229.9,229.9
cfbbdf04-57d1-4761-b2f4-bbffc5317618,2023-12-24,Heineken Long Neck,Bebidas,Nordeste,Bahia,Vitória da Conquista,PIX,4,5.5,22.0
ff3f83bf-d20a-4aba-b145-b817c0f365e3,2023-02-22,Micro-ondas Electrolux 20L,Eletrodomésticos,Norte,Pará,Belém,Cartão de Débito,3,499.0,1497.0
ce5bcdc1-fa2b-4630-a1e3-4b6e2e40c929,2023-02-12,Arroz Tio João 5kg,Alimentos,Norte,Amazonas,Itacoatiara,Cartão de Crédito,4,25.0,100.0
6015f5af-6a2b-4275-9774-c3ee0ffc361a,2023-01-21,Creme Nívea 100g,Beleza,Sudeste,Rio de Janeiro,Volta Redonda,PIX,1,14.9,14.9
eca7490f-d450-49dd-83f6-7250801f1dce,2023-06-20,Tênis Nike Revolution 6,Roupas,Norte,Pará,Marabá,Boleto,3,279.9,839.7
605c0892-8f1c-4eec-9b38-8a502cc4d94d,2023-08-16,Dell Inspiron 15,Notebooks,Norte,Pará,Belém,PIX,5,3499.0,17495.0
4bc0096b-ebf3-4820-91b4-6b4e5e572499,2023-12-26,1984,Livros,Centro-Oeste,Goiás,Goiânia,Boleto,2,35.0,70.0
80b9707c-43f2-4ead-a880-a0431f50ceea,2023-01-18,Água Crystal 1.5L,Bebidas,Centro-Oeste,Mato Grosso do Sul,Dourados,Dinheiro,4,3.5,14.0
0e0eaf52-527d-4da5-9afe-de82d1de950d,2023-09-01,Água Crystal 1.5L,Bebidas,Nordeste,Bahia,Vitória da Conquista,Dinheiro,2,3.5,7.0
96020f97-0d35-4a15-a16e-068ff1b8788c,2023-06-19,Shampoo Pantene 400ml,Beleza,Centro-Oeste,Goiás,Goiânia,PIX,4,18.5,74.0
772e293a-1b82-42bb-8c6b-6bce636f5f4a,2023-11-30,O Pequeno Príncipe,Livros,Sudeste,Minas Gerais,Montes Claros,PIX,4,25.0,100.0
b4d2ccbe-f68f-451d-83fe-0bc392d2e210,2023-01-30,Arroz Tio João 5kg,Alimentos,Norte,Pará,Marabá,Cartão de Débito,4,25.0,100.0
72073c35-a597-4882-be1f-c4f7531f386e,2023-03-31,Heineken Long Neck,Bebidas,Sul,Santa Catarina,Joinville,Dinheiro,2,5.5,11.0
9011773d-7070-44bc-9741-ec954412f5e6,2023-02-02,Tênis Nike Revolution 6,Roupas,Sudeste,Rio de Janeiro,Rio de Janeiro,Boleto,4,279.9,1119.6
f2e3ca17-3f98-43bb-9813-e1c3924f350e,2023-06-05,Arroz Tio João 5kg,Alimentos,Nordeste,Bahia,Vitória da Conquista,PIX,2,25.0,50.0
93307c14-8041-42f3-b49a-be48b0c2874d,2023-04-11,Água Crystal 1.5L,Bebidas,Nordeste,Ceará,Juazeiro do Norte,Boleto,2,3.5,7.0
56515178-4667-4b41-ac4b-752ae7cc6f90,2023-11-09,O Pequeno Príncipe,Livros,Sul,Rio Grande do Sul,Porto Alegre,PIX,1,25.0,25.0
1f932b3a-2ea5-4aaa-8c7c-197cf4715a62,2023-01-21,Feijão Carioca 1kg,Alimentos,Nordeste,Bahia,Vitória da Conquista,Cartão de Crédito,2,8.0,16.0
7f17e291-a903-4c38-ad99-45650518f7a1,2023-08-25,Dell Inspiron 15,Notebooks,Norte,Pará,Belém,PIX,2,3499.0,6998.0
88fcafb1-7a31-4224-a1c3-80cbbbd7dc4b,2023-03-21,MacBook Air M1,Notebooks,Norte,Amazonas,Manaus,Cartão de Débito,3,6499.0,19497.0
8abac44f-ff85-4989-b866-1a240af252fd,2023-01-12,Micro-ondas Electrolux 20L,Eletrodomésticos,Nordeste,Ceará,Fortaleza,Dinheiro,4,499.0,1996.0
5ea9f6a9-ded6-4134-936a-5136243cbc73,2023-03-15,Café Pilão 500g,Alimentos,Centro-Oeste,Mato Grosso do Sul,Dourados,Cartão de Débito,2,16.0,32.0
99023e32-388a-45af-b116-4a7ee43b7b77,2023-09-29,Coca-Cola 2L,Bebidas,Centro-Oeste,Mato Grosso do Sul,Campo Grande,Cartão de Débito,2,9.0,18.0
810dc355-76a1-4bea-883b-3ae8dd2b1b93,2023-11-18,MacBook Air M1,Notebooks,Sudeste,Rio de Janeiro,Rio de Janeiro,Cartão de Débito,1,6499.0,6499.0
99f4c27d-e334-4bf9-a8c1-e791e64b0a58,2023-11-23,Água Crystal 1.5L,Bebidas,Sudeste,Rio de Janeiro,Volta Redonda,Cartão de Débito,5,3.5,17.5
b4abf550-49e8-4a0d-b206-e242c6385b6b,2023-10-15,1984,Livros,Sudeste,Rio de Janeiro,Rio de Janeiro,Boleto,3,35.0,105.0
03916f84-fb37-4d97-a6a2-61599481bfe8,2023-12-05,Coca-Cola 2L,Bebidas,Nordeste,Bahia,Salvador,Cartão de Crédito,4,9.0,36.0
3a427dca-62f1-48b6-bad7-13f752145f68,2023-08-27,Dell Inspiron 15,Notebooks,Sul,Santa Catarina,Joinville,Boleto,5,3499.0,17495.0
df2055ea-1008-43a2-a341-fb05b020112a,2023-11-23,MacBook Air M1,Notebooks,Norte,Pará,Marabá,Cartão de Crédito,2,6499.0,12998.0
fed4829c-2b03-421a-88fb-d18640dc5438,2023-08-28,Creme Nívea 100g,Beleza,Centro-Oeste,Mato Grosso do Sul,Campo Grande,Boleto,1,14.9,14.9
0b1cadd2-6ccb-4230-9b8d-5b426a82b14a,2023-04-29,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Sudeste,Minas Gerais,Montes Claros,Boleto,3,2799.0,8397.0
ac7c2e69-7f2e-4b7e-8352-05d79b683076,2023-07-11,Moto G73,Smartphones,Centro-Oeste,Goiás,Goiânia,PIX,4,1899.0,7596.0
44faa95b-0bef-4bcf-b2bf-e8fa2a2e562e,2023-11-29,Coca-Cola 2L,Bebidas,Sudeste,São Paulo,São Paulo,Boleto,2,9.0,18.0
bc93516a-c38c-4c91-aa7a-49e886577899,2023-07-13,Calça Jeans Levi’s,Roupas,Sudeste,São Paulo,São Paulo,Cartão de Débito,3,229.9,689.7
31adbae1-d6f2-4989-87fe-ca60ed48eb38,2023-11-30,Tênis Nike Revolution 6,Roupas,Sul,Santa Catarina,Joinville,Cartão de Crédito,2,279.9,559.8
e052ba80-dd9c-42e0-bff5-6df24d813537,2023-06-26,Café Pilão 500g,Alimentos,Sudeste,São Paulo,São Paulo,PIX,5,16.0,80.0
871e95c8-484e-42d7-b961-01ee77a6f8f3,2023-12-09,Micro-ondas Electrolux 20L,Eletrodomésticos,Centro-Oeste,Goiás,Rio Verde,Cartão de Crédito,2,499.0,998.0
9ce47ad5-7155-49dc-9a6d-263c1797b6fb,2023-09-09,O Pequeno Príncipe,Livros,Norte,Pará,Belém,Cartão de Débito,2,25.0,50.0
ceb01946-4780-49c8-8eb1-fbef8b829677,2023-10-08,1984,Livros,Nordeste,Bahia,Salvador,PIX,1,35.0,35.0
ec10ed2d-f0de-428f-854d-069231ff1a80,2023-12-05,"Pai Rico, Pai Pobre",Livros,Sudeste,Rio de Janeiro,Volta Redonda,Boleto,2,30.0,60.0
6473381d-f07c-42d1-a2af-57701159b277,2023-07-07,O Pequeno Príncipe,Livros,Norte,Amazonas,Itacoatiara,Cartão de Débito,4,25.0,100.0
72d48e12-caa0-48fa-8c3a-8eb7680aadfc,2023-05-03,iPhone 13,Smartphones,Centro-Oeste,Mato Grosso do Sul,Dourados,Cartão de Débito,4,4499.0,17996.0
6ec2c0f2-91ec-455b-8f66-1d7d1c671778,2023-11-15,Perfume Malbec 100ml,Beleza,Sudeste,São Paulo,São Paulo,Dinheiro,3,159.0,477.0
846d36e1-6f9e-46f8-a772-5820c2fe8618,2023-02-07,iPhone 13,Smartphones,Nordeste,Bahia,Salvador,Dinheiro,5,4499.0,22495.0
22728ed6-7e43-4688-a762-90d65b415f35,2023-04-09,"Pai Rico, Pai Pobre",Livros,Sul,Santa Catarina,Joinville,Boleto,4,30.0,120.0
fa19013d-362d-4316-adfa-f47631c81ff1,2023-11-17,Galaxy S22,Smartphones,Nordeste,Bahia,Salvador,Boleto,3,3999.0,11997.0
3e962e5c-099d-403a-b8ef-0c413dc6978b,2023-03-06,Calça Jeans Levi’s,Roupas,Sudeste,Minas Gerais,Belo Horizonte,Cartão de Débito,2,229.9,459.8
6755a6de-12cc-456d-b54a-f1b8e8f75768,2023-11-12,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,Norte,Pará,Belém,PIX,1,2799.0,2799.0
69877444-02ce-456c-869e-f09aed58ec80,2023-06-23,Tênis Nike Revolution 6,Roupas,Norte,Pará,Belém,Cartão de Crédito,2,279.9,559.8
07aacbe3-8c03-4307-9269-4db3a7fd9ad0,2023-10-29,Heineken Long Neck,Bebidas,Nordeste,Ceará,Juazeiro do Norte,Boleto,2,5.5,11.0
3f1cb158-f103-477f-acb7-50040ab6232a,2023-12-26,Creme Nívea 100g,Beleza,Sul,Santa Catarina,Joinville,Boleto,4,14.9,59.6
da576fa5-e10e-4df5-a302-929ebb13b1a6,2023-09-26,Shampoo Pantene 400ml,Beleza,Centro-Oeste,Mato Grosso do Sul,Campo Grande,Cartão de Crédito,2,18.5,37.0
ed5ae252-4a98-464a-b2e6-37d96f87aa5f,2023-12-15,Micro-ondas Electrolux 20L,Eletrodomésticos,Nordeste,Ceará,Fortaleza,PIX,2,499.0,998.0
48551073-1cdb-4f55-8ddf-0b632f98f960,2023-04-27,Água Crystal 1.5L,Bebidas,Nordeste,Ceará,Fortaleza,Cartão de Débito,5,3.5,17.5
53270388-d261-4658-a49d-9649abc35e95,2023-10-26,Camiseta Hering Masculina,Roupas,Nordeste,Ceará,Fortaleza,Dinheiro,4,39.9,159.6
bfa869fe-06a5-4a11-83f7-7e1c36465c3e,2023-11-21,iPhone 13,Smartphones,Sudeste,Rio de Janeiro,Rio de Janeiro,Dinheiro,5,4499.0,22495.0
7744ecec-2722-4b70-893c-55b25c8d6a0d,2023-06-24,Redmi Note 12,Smartphones,Nordeste,Bahia,Salvador,Boleto,2,1499.0,2998.0
82b39f35-38d8-4f88-aa0e-cd35399545f4,2023-07-14,"Pai Rico, Pai Pobre",Livros,Sudeste,Minas Gerais,Belo Horizonte,Cartão de Débito,5,30.0,150.0
64032d71-6f42-47e6-ab88-bac8a9947319,2023-10-02,Heineken Long Neck,Bebidas,Sudeste,São Paulo,Sorocaba,Dinheiro,5,5.5,27.5
13bac4d4-63dc-4aef-b05f-8f5a8f7bf9cf,2023-02-26,Micro-ondas Electrolux 20L,Eletrodomésticos,Norte,Amazonas,Itacoatiara,Cartão de Crédito,4,499.0,1996.0
